transport,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 147480,Bharat Benz A/C Seater (2+2),05:00,04h 00m,09:00,3.6,270.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 158332,Bharat Benz A/C Seater (2+2),07:10,03h 50m,11:00,4.9,298.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 153223,Bharat Benz A/C Seater (2+2),09:30,05h 00m,14:30,3.9,298.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 157959,Bharat Benz A/C Seater (2+2),14:00,04h 30m,18:30,4.5,298.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 154930,Volvo AC Seater 2+2,15:45,04h 15m,20:00,4.2,298.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,NEELKANTH TRAVELS,A/C Seater Push Back (2+2),05:15,03h 15m,08:30,4.7,300.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,MAA Anada (UNDER ASTC),AC Seater (2+2),05:20,03h 10m,08:30,3.5,304.2,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Sparrow Travels (Under ASTC),A/C Seater Push Back (2+2),05:20,04h 10m,09:30,3.7,300.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Kanchan Travels,AC Seater (2+2),05:30,03h 15m,08:45,4.3,349.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Mahi Travels(Under ASTC),A/C Seater (2+2),05:40,03h 15m,08:55,4.7,378.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 161055,Volvo AC Seater 2+2,16:15,04h 15m,20:30,3.9,298.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,WARISPIYA TRAVELS,AC Seater (2+2),05:45,03h 15m,09:00,3.9,360.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),06:15,03h 20m,09:35,3.9,365.05,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,WARISPIYA TRAVELS,Bharat Benz A/C Seater (2+2),06:30,03h 55m,10:25,4.0,360.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Orient Transline,NON A/C Seater (2+1),06:45,03h 25m,10:10,3.9,285.71,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Orient Transline,A/C Seater (2+1),07:25,03h 30m,10:55,4.0,342.86,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,WARISPIYA TRAVELS,AC Seater (2+2),07:45,04h 15m,12:00,4.2,360.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Mahi Travels(Under ASTC),A/C Seater (2+2),08:00,03h 30m,11:30,4.6,396.35,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Mahalaxmi Travels,Tata A/C Seater (2+2),09:55,03h 50m,13:45,3.6,300.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),10:10,04h 50m,15:00,3.1,450.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),11:30,05h 15m,16:45,4.2,450.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:30,04h 45m,16:15,4.5,324.47,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:00,04h 00m,17:00,4.7,389.13,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,04h 00m,18:30,4.8,432.06,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,15:30,03h 45m,19:15,4.5,389.13,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),21:30,06h 00m,03:30,3.2,400.0,25 Seats available
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Upasana Travels (Under ASTC),AC Seater (2+2),06:10,04h 10m,10:20,2.9,330.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Upasana Travels (Under ASTC),Non AC Seater (2+2),06:55,04h 05m,11:00,2.6,325.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Kalpana Travels,Non AC Seater (2+2),08:50,03h 40m,12:30,1.9,335.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Brindaban Travels,Non AC Seater (2+2),09:15,04h 00m,13:15,2.7,300.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Maya Travels,Tata A/C Seater (2+2),13:00,04h 30m,17:30,1.6,300.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Karisma (Aziba),NON A/C Seater (2+1),13:40,00h 30m,14:10,2.6,350.0,
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Himalayan Travels,NON A/C Seater (2+2),23:40,04h 20m,04:00,2.1,500.0,19 Seats available
ASTC,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),22:15,05h 30m,03:45,3.7,550.0,21 Seats available
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Karisma (Aziba),NON A/C Seater (2+1),05:45,04h 55m,10:40,4.1,350.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Chartered Bus - ASTC,,06:15,04h 15m,,4.5,389.13,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,,,,,,4.5,324.47,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,,,,,,3.3,550.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,,,,,,3.1,360.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Assam State Transport Corporation (ASTC) - 149849,Volvo AC Seater 2+2,06:30,04h 15m,10:45,4.1,298.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,04h 30m,15:00,3.6,298.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Assam State Transport Corporation (ASTC) - 158331,Bharat Benz A/C Seater (2+2),13:45,04h 15m,18:00,3.6,298.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,06:15,04h 15m,10:30,4.5,389.13,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Chartered Bus - ASTC,A/C Seater Push Back (2+2),07:00,04h 00m,11:00,4.5,324.47,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON A/C Seater (2+1),07:00,05h 00m,12:00,3.3,550.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,KIRAN TRAVELS,A/C Seater (2+1),07:05,04h 25m,11:30,3.1,360.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:30,04h 00m,11:30,4.7,389.13,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,08:30,04h 00m,12:30,4.5,432.06,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,NEELKANTH TRAVELS,A/C Seater Push Back (2+2),09:05,05h 25m,14:30,4.6,300.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,MAA Anada (UNDER ASTC),AC Seater (2+2),09:30,05h 15m,14:45,3.4,328.5,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,05h 00m,15:00,4.1,379.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),10:30,04h 55m,15:25,3.6,380.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Kanchan Travels,AC Seater (2+2),10:45,05h 15m,16:00,3.8,361.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Sparrow Travels (Under ASTC),A/C Seater Push Back (2+2),10:45,05h 15m,16:00,3.7,330.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Orient Transline,A/C Seater (2+1),11:30,04h 00m,15:30,4.2,380.95,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Orient Transline,NON A/C Seater (2+1),12:45,05h 20m,18:05,4.2,300.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,03h 35m,17:50,4.6,410.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:00,03h 40m,18:40,4.6,360.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:35,03h 40m,19:15,4.1,360.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,Bharat Benz A/C Seater (2+2),16:15,03h 25m,19:40,4.2,360.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON AC Seater/ Sleeper (2+1),18:00,05h 30m,23:30,3.3,500.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,04h 00m,00:00,3.8,500.0,25 Seats available
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),Non AC Seater (2+1),20:15,05h 00m,01:15,3.4,450.0,29 Seats available
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,05h 45m,02:30,3.4,500.0,6 Seats available
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),Non AC Seater (2+1),21:15,04h 00m,01:15,3.5,450.0,29 Seats available
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),21:45,04h 15m,02:00,3.9,450.0,31 Seats available
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),Non AC Seater (2+1),07:45,05h 25m,13:10,2.8,450.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),A/C Seater (2+1),08:45,05h 15m,14:00,2.9,500.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,NETWORK TRAVELS,NON A/C Seater Push Back (2+2),09:30,06h 45m,16:15,1.8,250.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),09:30,03h 30m,13:00,2.4,350.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Upasana Travels (Under ASTC),Non AC Seater (2+2),11:00,04h 00m,15:00,1.3,325.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Volenath,Non AC Seater (2+2),11:30,05h 00m,16:30,1.4,280.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Upasana Travels (Under ASTC),AC Seater (2+2),13:45,04h 15m,18:00,1.6,330.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Mahalaxmi Travels,Tata A/C Seater (2+2),14:35,03h 55m,18:30,2.7,300.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Kalpana Travels,Non AC Seater (2+2),16:45,03h 45m,20:30,2.1,335.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Brindaban Travels,Non AC Seater (2+2),17:15,04h 00m,21:15,2.0,300.0,
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),19:15,05h 15m,00:30,2.4,500.0,31 Seats available
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,05h 15m,01:15,2.6,500.0,30 Seats available
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,KIRAN TRAVELS,A/C Seater (2+1),20:40,03h 50m,00:30,3.1,600.0,7 Seats available
ASTC,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:30,05h 00m,02:30,4.1,550.0,9 Seats available
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,Non AC Seater (2+1),05:00,02h 30m,07:30,4.6,300.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,,,,,,4.8,270.01,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,,,,,,3.7,250.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,,,,,,4.2,200.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 149849,Volvo AC Seater 2+2,06:30,02h 30m,09:00,3.9,191.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,02h 30m,13:00,3.7,191.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 146146,Bharat Benz A/C Seater (2+2),13:00,03h 00m,16:00,4.0,191.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 146079,Bharat Benz A/C Seater (2+2),15:00,03h 00m,18:00,3.8,191.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,06:15,03h 00m,09:15,4.8,270.01,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Deep Travels,Non AC Seater (2+1),07:30,02h 30m,10:00,3.7,250.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:30,02h 00m,09:30,4.6,270.01,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,JOY HANUMAN,Non AC Seater (2+2),07:40,02h 50m,10:30,4.2,200.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,08:30,02h 15m,10:45,4.9,324.04,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,NEELKANTH TRAVELS,A/C Seater Push Back (2+2),09:05,02h 55m,12:00,4.1,250.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,MAA Anada (UNDER ASTC),AC Seater (2+2),09:30,03h 30m,13:00,3.4,247.5,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,NON A/C Seater Push Back (2+2),09:30,03h 30m,13:00,4.5,280.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,03h 30m,13:30,3.3,378.5,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),10:30,03h 20m,13:50,3.9,337.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kanchan Travels,AC Seater (2+2),10:45,03h 25m,14:10,3.9,285.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,A/C Seater (2+1),11:30,02h 55m,14:25,3.6,285.71,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,Non AC Seater (2+2),11:45,03h 00m,14:45,4.5,280.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,NON A/C Seater (2+1),12:45,03h 15m,16:00,4.4,285.71,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,02h 00m,16:15,4.3,347.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),08:00,03h 30m,11:30,2.9,497.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Baikuntha Transport Service,A/C Seater (2+1),08:00,03h 30m,11:30,2.9,439.0,
ASTC,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Anindita Travels,NON A/C Seater (2+1),12:30,03h 15m,15:45,2.9,400.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Purple Wings Coaches,A/C Seater / Sleeper (2+1),01:25,04h 20m,05:45,3.9,620.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Aniruddha Travels,AC Seater (2+2),11:45,05h 45m,17:30,3.8,550.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,,,,,,4.7,350.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,,,,,,4.7,778.27,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,,,,,,2.9,450.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Assam State Transport Corporation (ASTC) - 166131,Bharat Benz A/C Seater (2+2),07:20,06h 10m,13:30,4.2,281.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Assam State Transport Corporation (ASTC) - 139495,NON A/C Seater Push Back (2+1),09:15,05h 45m,15:00,4.5,247.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Aroti Travels (Under ASTC),Non AC Seater (2+2),12:30,05h 20m,17:50,4.7,350.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,05h 00m,18:30,4.7,778.27,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),00:30,05h 00m,05:30,2.9,450.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),04:01,05h 29m,09:30,2.6,400.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Christina Travels,NON A/C Seater (2+2),12:30,05h 30m,18:00,2.1,550.0,
ASTC,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,MADHURIKA TRAVELS,A/C Seater (2+1),12:45,05h 15m,18:00,2.2,600.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Aroti Travels (Under ASTC),Non AC Seater (2+2),05:45,04h 15m,10:00,4.1,350.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Aniruddha Travels,AC Seater (2+2),06:00,05h 10m,11:10,3.5,550.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,,,,,,4.4,713.6,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,,,,,,4.4,650.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,,,,,,4.3,450.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Assam State Transport Corporation (ASTC) - 139496,NON A/C Seater Push Back (2+1),08:25,05h 05m,13:30,3.1,245.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Assam State Transport Corporation (ASTC) - 166134,Bharat Benz A/C Seater (2+2),09:00,06h 30m,15:30,3.8,281.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Chartered Bus - ASTC,A/C Seater Push Back (2+2),06:45,04h 15m,11:00,4.4,713.6,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,MADHURIKA TRAVELS,A/C Seater (2+1),07:15,05h 15m,12:30,4.4,650.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),17:00,06h 00m,23:00,4.3,450.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Megha Transport,NON A/C Seater / Sleeper (3+1),17:45,05h 54m,23:39,4.7,500.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,05h 30m,00:30,4.6,400.0,35 Seats available
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Christina Travels,NON A/C Seater (2+2),07:00,04h 15m,11:15,2.8,750.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Maa Laxmi,NON A/C Seater Push Back (2+1),17:00,05h 30m,22:30,2.1,400.0,
ASTC,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:30,05h 45m,00:15,2.7,630.0,30 Seats available
BSRTC,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Om Sai Ram (C.T),A/C Seater / Sleeper (2+2),08:10,06h 50m,15:00,3.3,499.0,
BSRTC,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah,Bihar state road transport corporation (BSRTC) - 142944,Non AC Seater (2+2),06:00,05h 00m,11:00,3.3,499.0,
BSRTC,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi,ROYAL TRAVELS AND CARGO,A/C Seater / Sleeper (2+2),17:30,15h 00m,08:30,2.3,1696.0,25 Seats available
BSRTC,Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari,Bihar state road transport corporation (BSRTC) - 142944,Non AC Seater (2+2),06:00,04h 30m,10:30,3.9,230.0,32 Seats available
BSRTC,Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,14:00,18h 30m,08:30,3.7,1350.0,28 Seats available
BSRTC,Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Travel Point World LLP,A/C Seater / Sleeper (2+2),18:20,16h 30m,10:50,2.7,1999.0,36 Seats available
BSRTC,Patna (Bihar) to Balmiki Nagar (bihar),https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar,Bihar state road transport corporation (BSRTC) - 147264,AC Seater (2+2),06:30,09h 00m,15:30,3.9,428.0,6 Seats available
BSRTC,Balmiki Nagar (bihar) to Patna (Bihar),https://www.redbus.in/bus-tickets/balmiki-nagar-bihar-to-patna,Bihar state road transport corporation (BSRTC) - 146214,AC Seater (2+2),06:00,10h 00m,16:00,3.6,428.0,71 Seats available
BSRTC,Patna (Bihar) to Kathmandu,https://www.redbus.in/bus-tickets/patna-to-kathmandu,Bihar state road transport corporation (BSRTC) - 166033,A/C Seater Hi-Tech Push Back (2+2),13:30,16h 45m,06:15,3.1,1015.0,33 Seats available
