transport,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
JKSRTC,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,New National Travels,A/C Seater / Sleeper (2+2),22:30,12h 30m,11:00,3.2,1449.0,32 Seats available
JKSRTC,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,Apex Bus Travels,A/C Seater / Sleeper (2+2),19:30,10h 00m,05:30,3.1,649.0,40 Seats available
JKSRTC,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,Big Bus,A/C Seater / Sleeper (2+2),15:30,12h 00m,03:30,2.6,599.0,37 Seats available
JKSRTC,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),18:00,13h 15m,07:15,2.5,699.0,24 Seats available
JKSRTC,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,Cool cool Tour and Travels India Pvt LTD,A/C Seater / Sleeper (2+2),19:30,13h 16m,08:46,1.0,999.0,24 Seats available
JKSRTC,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,MM Travels,AC Seater (2+2),13:30,11h 30m,01:00,1.0,1599.0,35 Seats available
JKSRTC,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,Sahiba Travels India Sahiba Bus Service Regd,A/C Sleeper (2+2),17:00,13h 31m,06:31,1.0,1800.0,18 Seats available
JKSRTC,Delhi to Jammu (j and k),https://www.redbus.in/bus-tickets/delhi-to-jammu,Sahiba Travels India Sahiba Bus Service Regd,A/C Sleeper (2+2),20:00,13h 31m,09:31,1.0,1800.0,20 Seats available
JKSRTC,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu,Lavish Travels,A/C Seater / Sleeper (2+2),14:40,13h 55m,04:35,3.6,580.0,29 Seats available
JKSRTC,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:00,01h 20m,00:20,1.2,499.0,34 Seats available
JKSRTC,Katra (jammu and kashmir) to Jammu (j and k),https://www.redbus.in/bus-tickets/katra-to-jammu,Royal Golden,A/C Seater / Sleeper (2+2),23:00,01h 00m,00:00,2.1,550.0,32 Seats available
JKSRTC,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu,City Land Travels,A/C Seater/Sleeper (2+1),17:31,14h 29m,08:00,4.1,800.0,20 Seats available
JKSRTC,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),18:20,12h 40m,07:00,3.8,3000.0,17 Seats available
JKSRTC,Haridwar to Jammu (j and k),https://www.redbus.in/bus-tickets/haridwar-to-jammu,City Land Travels,A/C Seater/Sleeper (2+1),17:40,12h 00m,05:40,2.7,800.0,20 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh Transport Undertaking (CTU) - 165940,HVAC Seater (2+3),15:40,09h 25m,01:05,4.2,554.29,43 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:50,07h 10m,06:00,4.4,610.0,41 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Moon Light Travels Katra,A/C Sleeper (2+1),21:15,07h 15m,04:30,4.4,649.0,22 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Laxmi holidays,,23:50,07h 10m,07:00,4.4,900.0,
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:50,07h 10m,07:00,4.4,900.0,24 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:05,06h 55m,06:00,4.3,400.0,24 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Zimindara Travels,A/C Seater / Sleeper (2+1),22:30,07h 00m,05:30,4.2,450.0,17 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,AdNew Pal Travels,A/C Sleeper (2+1),19:30,10h 15m,05:45,3.6,649.0,30 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Harikesh Tour N Travels,A/C Sleeper (2+1),21:00,07h 30m,04:30,3.9,550.0,26 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Jamna Travels-Jammu,AshokLeyland Stile A/C,20:15,08h 15m,04:30,3.9,550.0,18 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Baru travels,A/C Seater / Sleeper (2+2),20:45,07h 30m,04:15,3.9,400.0,33 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,07h 30m,07:00,4.4,720.0,15 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Zimindara Travels,AC Sleeper (2+1),21:30,07h 00m,04:30,3.6,599.0,17 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Zimindara Travels,A/C Seater / Sleeper (2+1),22:00,07h 15m,05:15,3.5,450.0,27 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Zimindara Travels,AC Sleeper (2+1),23:00,07h 00m,06:00,4.1,649.0,30 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Radhe Travels,Bharat Benz A/C Sleeper (2+1),21:30,07h 15m,04:45,4.2,548.0,25 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Awadh Travels,A/C Sleeper (2+1),21:15,09h 45m,07:00,3.3,649.0,7 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Radhe Travels,Bharat Benz A/C Sleeper (2+1),21:20,07h 25m,04:45,3.8,548.0,25 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:30,07h 30m,07:00,3.8,720.0,20 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Moon Light Travels Katra,A/C Sleeper (2+2),22:00,07h 00m,05:00,3.2,599.0,34 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Apex Bus Travels,A/C Seater / Sleeper (2+2),22:15,05h 30m,03:45,3.4,799.0,39 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,SAHARA TRAVELS,A/C Sleeper (2+2),22:00,07h 35m,05:35,3.4,749.0,12 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,SAHARA TRAVELS,A/C Seater / Sleeper (2+2),21:15,08h 00m,05:15,2.6,599.0,38 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,City Land Travels,A/C Seater/Sleeper (2+1),23:50,07h 40m,07:30,3.1,688.0,27 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,RK Holiday,A/C Seater / Sleeper (2+2),23:55,07h 45m,07:40,2.8,499.0,37 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),23:15,07h 15m,06:30,2.6,550.0,43 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,GK Travels,A/C Seater/Sleeper (2+1),23:45,06h 45m,06:30,2.9,699.0,39 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,DS Hari Travels,A/C Sleeper (2+2),21:15,07h 45m,05:00,1.1,699.0,44 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,GK Travels,A/C Seater/Sleeper (2+1),23:55,06h 35m,06:30,2.2,699.0,35 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Sonali Holidays,Bharat Benz A/C Seater / Sleeper (2+2),21:30,11h 30m,09:00,4.0,450.0,50 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,City Land Travels,A/C Seater/Sleeper (2+1),23:15,06h 25m,05:40,3.6,800.0,20 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),23:29,07h 46m,07:15,3.4,699.0,24 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Big Bus,A/C Seater / Sleeper (2+2),22:25,07h 10m,05:35,2.6,595.0,36 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Big Bus,A/C Seater / Sleeper (2+2),20:20,07h 10m,03:30,2.6,599.0,40 Seats available
JKSRTC,Chandigarh to Jammu (j and k),https://www.redbus.in/bus-tickets/chandigarh-to-jammu,YUVI HOLIDAYS,A/C Seater / Sleeper (2+2),21:30,08h 00m,05:30,2.1,500.0,49 Seats available
JKSRTC,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,AdAwadh Travels,A/C Sleeper (2+2),23:35,04h 45m,04:20,3.6,425.0,40 Seats available
JKSRTC,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Jamna Travels-Jammu,A/C Seater / Sleeper (2+2),22:30,05h 15m,03:45,3.4,399.0,27 Seats available
JKSRTC,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Bhawani Travels,A/C Seater / Sleeper (2+2),23:00,05h 30m,04:30,3.9,300.0,43 Seats available
JKSRTC,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Lucky Travels,Bharat Benz A/C Seater / Sleeper (2+2),23:55,05h 35m,05:30,2.8,329.0,44 Seats available
JKSRTC,Jammu (j and k) to Amritsar,https://www.redbus.in/bus-tickets/jammu-to-amritsar,Royal Golden,A/C Seater / Sleeper (2+2),14:00,750h 00m,20:00,1.8,750.0,31 Seats available
JKSRTC,Ajmer to Jammu (j and k),https://www.redbus.in/bus-tickets/ajmer-to-jammu,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),15:00,17h 50m,08:50,3.2,1600.0,10 Seats available
KAAC,Diphu to Guwahati,https://www.redbus.in/bus-tickets/diphu-to-guwahati,Kareng Travels,Bharat Benz A/C Seater (2+1),10:00,06h 00m,16:00,4.4,400.0,
KAAC,Guwahati to Diphu,https://www.redbus.in/bus-tickets/guwahati-to-diphu,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,06h 15m,17:45,4.7,390.0,
KAAC,Bokolia (assam) to Guwahati,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,Kareng Travels,Bharat Benz A/C Seater (2+1),11:15,04h 45m,16:00,4.5,300.0,
KAAC,Dokmoka to Guwahati,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,Kareng Travels,Bharat Benz A/C Seater (2+1),11:45,04h 15m,16:00,4.6,300.0,
KAAC,Guwahati to Dokmoka,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,03h 15m,14:45,4.4,250.0,
KAAC,Guwahati to Bokolia (assam),https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,04h 15m,15:45,4.1,299.0,
KAAC,Langhin (assam) to Guwahati,https://www.redbus.in/bus-tickets/langhin-assam-to-guwahati,Kareng Travels,Bharat Benz A/C Seater (2+1),11:30,04h 30m,16:00,3.9,300.0,
KAAC,Diphu to Hamren,https://www.redbus.in/bus-tickets/diphu-to-hamren,KAAC TRANSPORT - 157441,Non AC Seater 2+2,13:00,04h 30m,17:30,3.2,246.0,
KAAC,Guwahati to Langhin (assam),https://www.redbus.in/bus-tickets/guwahati-to-langhin-assam,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,03h 30m,15:00,3.3,266.0,
KAAC,Guwahati to Manja (assam),https://www.redbus.in/bus-tickets/guwahati-to-manja-assam,KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30,05h 30m,17:00,4.3,350.0,
KAAC,Manja (assam) to Guwahati,https://www.redbus.in/bus-tickets/manja-assam-to-guwahati,Kareng Travels,Bharat Benz A/C Seater (2+1),10:15,05h 45m,16:00,4.6,400.0,
KAAC,Hamren to Diphu,https://www.redbus.in/bus-tickets/hamren-to-diphu,KAAC TRANSPORT - 157443,Non AC Seater 2+2,11:45,06h 15m,18:00,2.6,300.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Silver Line Travels,NON A/C Semi Sleeper (2+2),22:00,08h 10m,06:10,4.5,999.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,,,,,,4.4,700.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,,,,,,4.2,599.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,,,,,,4.1,849.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,,,,,,4.1,1000.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 581,Super Deluxe Non AC Seater Air Bus (2+2),10:03,08h 45m,18:48,4.1,469.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:01,07h 54m,19:55,3.4,627.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 1210,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,12:55,08h 20m,21:15,3.8,567.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,08h 35m,22:50,4.3,627.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),15:00,09h 01m,00:01,4.6,620.0,12 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,06h 55m,22:20,2.2,729.0,
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:02,08h 48m,00:50,2.8,567.0,4 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),16:16,09h 04m,01:20,4.7,640.0,30 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 553,Super Deluxe Non AC Seater Air Bus (2+2),16:45,08h 40m,01:25,1.9,640.0,29 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,09h 20m,04:24,4.1,640.0,35 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,09h 00m,07:30,4.4,700.0,29 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,10h 00m,09:00,4.2,599.0,40 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),20:10,10h 35m,06:45,4.1,849.0,19 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,VE A/C Sleeper (2+1),22:45,08h 45m,07:30,4.1,1000.0,19 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,08h 25m,06:10,4.1,700.0,31 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DLT BUS,A/C Sleeper (2+1),22:30,09h 00m,07:30,4.0,899.0,21 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdDA Transports,A/C Sleeper (2+1),21:45,09h 15m,07:00,3.5,700.0,27 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Sleeper (2+1),18:45,11h 45m,06:30,4.2,1000.0,24 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Suraj Holidays,VE A/C Sleeper (2+1),22:30,09h 00m,07:30,4.0,900.0,24 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,08h 25m,04:25,3.6,473.0,27 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 1585,Super Deluxe Non AC Seater Air Bus (2+2),20:31,09h 05m,05:36,3.6,640.0,32 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 1586,Super Deluxe Non AC Seater Air Bus (2+2),21:31,09h 05m,06:36,3.2,640.0,27 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:12,09h 24m,07:36,3.4,640.0,25 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:32,09h 03m,07:35,3.8,627.0,21 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 574,Super Deluxe Non AC Seater Air Bus (2+2),23:00,10h 30m,09:30,3.9,469.0,18 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 583,Super Deluxe Non AC Seater Air Bus (2+2),23:30,10h 05m,09:35,3.8,469.0,16 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:41,09h 24m,09:05,3.8,627.0,27 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),22:15,08h 15m,06:30,4.0,700.0,19 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,08h 30m,05:30,3.9,899.0,20 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,NON A/C Sleeper (2+1),22:45,07h 45m,06:30,3.7,749.0,19 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,09h 05m,07:05,3.7,648.0,19 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Sleeper (2+1),21:45,08h 45m,06:30,3.6,900.0,26 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30,09h 30m,06:00,3.4,700.0,26 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),21:15,08h 30m,05:45,4.4,849.0,22 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:00,10h 30m,07:30,3.6,700.0,32 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,09h 45m,06:45,3.1,500.0,34 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:00,08h 30m,06:30,3.2,800.0,32 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Sam Tourist,NON AC Seater / Sleeper 2+1,22:05,09h 00m,07:05,3.6,599.0,30 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SRS Travels,A/C Sleeper (2+1),21:45,08h 55m,06:40,2.3,1060.0,16 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),21:45,09h 15m,07:00,2.9,500.0,32 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,NON A/C Sleeper (2+1),22:30,08h 15m,06:45,3.0,699.0,35 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,Non A/C Seater / Sleeper (2+1),19:15,10h 00m,05:15,3.6,699.0,22 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:45,10h 00m,06:45,2.9,650.0,31 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Vijay Lines,A/C Seater / Sleeper (2+1),22:20,08h 40m,07:00,1.7,999.0,40 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,A/C Sleeper (2+1),22:45,08h 15m,07:00,3.6,2290.0,22 Seats available
KSRTC,Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Vijay Lines,A/C Seater / Sleeper (2+1),20:45,10h 45m,07:30,1.7,5000.0,40 Seats available
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2371,Low Floor AC Seater 2+2,10:30,05h 19m,15:49,3.1,383.0,
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 1884,Low Floor AC Seater 2+2,12:30,05h 49m,18:19,3.8,383.0,
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 256,Super Fast Non AC Seater (2+3),13:30,05h 06m,18:36,2.3,230.0,
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 596,Super Deluxe Non AC Seater Air Bus (2+2),13:40,05h 00m,18:40,3.0,293.0,
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2718,Super Fast Non AC Seater (2+3),13:50,06h 10m,20:00,3.1,209.0,
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,04h 30m,01:30,3.7,450.0,33 Seats available
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,EMERALD TRAVELS,A/C Sleeper (2+1),21:56,04h 44m,02:40,3.1,900.0,2 Seats available
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,BLM Transports,A/C Sleeper (2+1),22:00,04h 45m,02:45,3.9,950.0,27 Seats available
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,03h 30m,01:45,4.1,800.0,33 Seats available
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,02h 59m,01:29,3.6,800.0,33 Seats available
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),13:55,06h 25m,20:20,3.1,269.0,
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 2369,Low Floor AC Seater 2+2,14:30,05h 44m,20:14,2.8,383.0,
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40,05h 35m,21:15,1.8,269.0,
KSRTC,Kozhikode to Ernakulam,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,KSRTC (Kerala) - 1883,Low Floor AC Seater 2+2,16:30,05h 39m,22:09,3.7,383.0,
